LAB_ID,NAME,type,DATE/TIME,PH,SPCOND,CL,SO4,CA,K,MG,NA,AL,FE,MN,SI,SR,NH4,NO3,SRP,TN_,TP_,NPOC,TC-IC,DOC,UVA254,UVA360,UVA360F,BDOC,BR,THGF,MEHGF,O-18,D,FE2,FE3,RunoffVolume_L,TEMPC
350104,S2S SURF,SURF,4/12/2011 13:05,5.65,19.46,0,0.63,1.86,0.64,0.49,0.14,0.06,0.12,0,0.84,0.01,,,0.07,0.46,0.06,7.52,,7.6,,,,,0.0524,,,,,,,112,
350107,S2N SUB,SUB,4/12/2011 13:40,5.62,24.92,0.11,2.27,2.74,0.59,0.94,1.1,0.72,0.29,0,5.4,0.01,,,0,0.31,0.02,13.25,,13.6,,,,,,,,,,,,160,
350108,S2N SURF,SURF,4/12/2011 13:45,5.98,54.17,0.29,1.41,5.84,5.3,1.48,0.13,0.02,0.03,0,2.39,0.02,,,0.49,1.07,0.49,15.84,,16,,,,,,,,,,,,14,
350113,S2S SUB,SUB,4/12/2011 20:02,5.39,18.7,0,1.97,2.51,0.44,0.68,1,0.63,0.25,0,3.41,0.01,,,0.01,0.38,0.04,14.73,,,,,,,,,,,,,,,
220059,S2N SURF,SURF,4/13/2011 6:00,5.93,57.06,0.32,1.51,5.7,5.51,1.44,0.13,0.03,0.04,0,2.26,0.02,,,0.49,0.99,0.5,16.87,,,,,,,,,,,,,,16,5
220060,S2S SURF,SURF,4/13/2011 6:15,5.6,22.66,0.13,0.56,2.23,0.75,0.55,0.15,0.09,0.14,0,0.93,0.01,,,0.13,0.63,0.12,10.48,,,,,,,,,,,,,,116,5.5
220061,S6S SURF,SURF,4/13/2011 6:30,5.62,32.96,0.03,1.18,2.65,3.02,0.71,0.11,0.04,0.05,0,0.66,0.01,,,0.33,1.12,0.32,14.97,,,,,,,,,,,,,,95,14
220062,S6S SUB,SUB,4/13/2011 6:35,5.52,40.89,0.3,7.26,3.6,1.57,1.1,1.14,0.81,0.46,0.01,4.88,0.02,,,0,0.22,0.03,13.04,,,,,,,,,,,,,,615,6
350114,S2S SUB,SUB,4/13/2011 9:38,5.32,19.4,0,2.05,2.41,0.16,0.68,0.86,0.6,0.2,0,3.65,0.01,,,0.01,0.37,0.04,15.41,,,,,,,,,,,,,,,
220063,S2S SUB,SUB,4/13/2011 13:35,,20.39,0.02,2.18,2.39,0.16,0.67,0.78,0.85,0.36,0.01,3.9,0.01,,,0,0.22,0.02,14.97,,14.9,,,,,,,,,,,,,
220064,S6S SUB,SUB,4/14/2011 12:25,5.52,37.1,0.28,7.52,3.47,1.5,1.08,1.11,0.78,0.45,0,4.67,0.02,,,0,0.2,0.03,11.07,,,,,,,,,,,,,,145,0
220065,S2N SUB,SUB,4/14/2011 12:55,5.71,30.3,0.23,2.98,3.4,0.68,1.16,1.22,1.03,0.47,0.01,6.81,0.02,,,0.01,0.31,0.04,15.61,,,,,,,,,,,,,,205,1
350120,S2S SUB,SUB,4/14/2011 20:38,5.47,20.4,0.08,2.38,2.37,0.16,0.7,0.96,0.66,0.26,0,4.13,0.01,,,0.01,0.36,0.03,13.19,,,,,,,,,,-16.64,-118.37,,,,
220066,S2S SUB,SUB,4/15/2011 10:45,5.43,20.5,0.09,2.28,2.34,0.17,0.69,0.83,0.89,0.39,0,4.32,0.01,,,0,0.25,0.03,13.93,,13.8,,,,,,,,,,,,145,5
350125,S2S SUB,SUB,4/15/2011 16:12,5.45,20.19,0.12,2.26,2.27,0.2,0.67,1.05,0.55,0.17,0,3.86,0.01,,,0.02,0.44,0.04,12.36,,,,,,,,,,,,,,,
220067,S2N SURF,SURF,4/18/2011 6:10,6.02,76.2,0.77,1.96,6.53,6.38,1.7,0.4,0.02,0.03,0,2.13,0.03,,,0.7,3.89,0.71,12.94,,,,,,,,,,,,,,5,5
220068,S2S SUB,SUB,4/18/2011 6:25,5.42,21.7,0.12,2.46,2.33,0.18,0.69,1.04,0.82,0.33,0,4.47,0.01,,,0,0.24,0.03,13.03,,,,,,,,,,,,,,65,5
220069,S6S SUB,SUB,4/18/2011 6:40,5.63,41,0.37,8.01,3.87,1.63,1.22,1.29,0.87,0.53,0.01,5.56,0.02,,,0,0.21,0.06,11.2,,,,,,,,,,,,,,245,4
220070,S6N SURF,SURF,4/18/2011 6:50,5.57,62.7,0.41,4.45,3.45,6.21,0.88,0.34,0.1,0.11,0.06,1.82,0.01,,,0.23,4.54,0.23,17.49,,,,,,,,,,,,,,5,10
350128,S2S SUB,SUB,4/18/2011 11:20,5.42,23.85,0.13,2.83,2.71,0.15,0.83,1.34,0.8,0.29,0,5.09,0.01,,,0,0.29,0.03,15.28,,,,,,,0.0945314,,,-16.29,-117.25,,,2,
220071,S2N SUB,SUB,4/19/2011 9:40,5.62,25.3,0,2.52,2.64,0.54,0.96,1.01,1.2,0.64,0,6.32,0.01,,,0.01,0.25,0.04,13.43,,,,,,,,,,,,,,35,5
220072,S2S SURF,SURF,4/20/2011 9:35,5.78,84.3,0.32,2.3,7.97,5.62,2.14,0.25,0.02,0.03,0,1.65,0.03,,,0.56,4.15,0.57,13.75,,,,,,,,,,,,,,1,10
350138,S2S SURF,SURF,4/21/2011 11:33,,29.8,0.15,0.89,3.18,0.95,0.8,0.21,0.07,0.17,0,1.24,0.01,,,0.09,0.77,0.11,16.32,,,,,,,,,,,,,,,
350139,S2S SUB,SUB,4/21/2011 18:15,,21.3,0.13,2.22,2.43,0.14,0.71,1.09,0.61,0.2,0,4.31,0.01,,,0.05,0.69,0.04,15.33,,,,,,,,,,,,,,,
220073,S2N SUB,SUB,4/22/2011 6:30,5.57,24.1,0.02,2.69,2.51,0.47,0.9,1,0.97,0.49,0,5.8,0.01,,,0.01,0.23,0.06,11.74,,,,,,,,,,,,,,75,8
220074,S2N SURF,SURF,4/22/2011 6:40,5.85,69.5,0.38,1.84,6.64,6.64,1.63,0.25,0.02,0.03,0,2.73,0.03,,,0.51,2.43,0.53,15.2,,,,,,,,,,,,,,2,8
220075,S2S SUB,SUB,4/22/2011 6:45,5.39,21.2,0.06,2.33,2.37,0.15,0.72,0.88,0.92,0.41,0,4.5,0.01,,,0,0.25,0.02,14.16,,,,,,,,,,,,,,325,3.5
220076,S2S SURF,SURF,4/22/2011 6:55,5.7,28.3,0.07,0.85,2.69,0.79,0.67,0.16,0.06,0.14,0,0.92,0.01,,,0.09,1.18,0.11,12.54,,,,,,,,,,,,,,25,9
220077,S6S SURF,SURF,4/22/2011 7:25,5.75,47.5,0.32,1.87,3.86,3.26,1,0.16,0.03,0.06,0.04,1.18,0.01,,,0.34,2.31,0.34,15.4,,,,,,,,,,,,,,5,12
220078,S6S SUB,SUB,4/22/2011 7:30,5.67,35.9,0.33,6.86,3.28,1.41,1.03,1.04,0.66,0.39,0,4.66,0.02,,,0,0.18,0.06,9.41,,,,,,,,,,,,,,85,7
350145,S2S SUB,SUB,4/23/2011 13:10,,21.6,0.09,2.12,2.62,0.19,0.76,1.02,0.62,0.18,0,4.07,0.01,,,0.07,0.63,0.04,17.39,,,,,,,,,,,,,,,
220082,S2S SUB,SUB,4/25/2011 6:40,5.38,22.86,0.02,2.18,2.41,0.13,0.72,0.92,0.85,0.35,0,4.33,0.01,,,0,0.25,0.04,15.07,,,,,,,,,,,,,,446,7
220083,S2S SURF,SURF,4/25/2011 6:45,5.64,35.02,0.09,0.82,3.68,0.96,0.85,0.19,0.15,0.23,0,1.68,0.02,,,0.08,1.03,0.1,20,,,,,,,,,,,,,,8,10
220084,S2N SUB,SUB,4/25/2011 6:55,5.52,25.13,0,2.5,2.56,0.44,0.9,1,0.88,0.4,0.01,5.55,0.01,,,0,0.23,0.06,12.9,,,,,,,,,,,,,,125,6.5
220085,S2N SURF,SURF,4/25/2011 7:00,5.75,72.3,0.33,1.34,7.19,6.14,1.81,0.2,0.04,0.05,0.01,3.44,0.03,,,0.39,1.71,0.38,19.19,,,,,,,,,,,,,,6,10
220087,S6S SURF,SURF,4/25/2011 7:30,5.67,37.08,0.17,1.57,2.96,3.14,0.76,0.12,0.04,0.06,0.02,1.14,0.01,,,0.33,1.16,0.33,17.61,,,,,,,,,,,,,,25,14
220088,S6S SUB,SUB,4/25/2011 7:35,5.56,38.21,0.29,7.03,3.44,1.46,1.06,1.1,0.63,0.34,0,4.75,0.02,,,0,0.18,0.06,10.35,,,,,,,,,,,,,,165,6.5
350146,S2S SUB,SUB,4/25/2011 10:15,,22.1,0.06,2.13,2.41,0.12,0.74,1.09,0.75,0.29,0,4.47,0.01,,,0,0.3,0.03,15.14,,15.1,,,,,0.0886,,,-16.21,-115.8,,,6,
350153,S2N SUB,SUB,4/25/2011 11:15,,25.2,0.06,2.38,2.62,0.45,0.93,1.14,0.8,0.36,0,5.8,0.01,,,0,0.31,0.03,12.61,,13.3,,,,,,,,,,,,4,
350160,S2S SUB,SUB,4/28/2011 5:25,,22.45,0.08,2.22,2.43,0.16,0.75,1.14,0.69,0.29,0,4.74,0.01,,,0.03,0.41,0.03,15.72,,,,,,,,,,,,,,,
350161,S2S SUB,SUB,4/28/2011 11:25,,22.24,0.08,1.93,2.66,0.15,0.79,1.07,0.84,0.35,0,4.62,0.01,,,0,0.38,0.03,17.64,,17.3,,,,,0.07643987,,,-15.81,-115.38,,,290,
350162,S2S SURF,SURF,4/28/2011 11:35,,35.53,0.26,0,3.77,1.11,0.91,0.32,0.1,0.22,0.01,1.7,0.01,,,0.08,1.3,0.11,18.58,,17.3,,,,,0.07694699,,,,,,,4.5,
220096,S2N SUB,SUB,4/28/2011 12:00,5.53,25.33,0.12,2.73,2.72,0.5,0.94,1.11,1,0.48,0.01,6,0.01,,,0,0.25,0.06,13.1,,,,,,,,,,,,,,25,9.5
220097,S2N SURF,SURF,4/28/2011 12:05,5.81,70.04,0.42,1.37,7.31,6.71,1.8,0.27,0.02,0.05,0.01,4.02,0.03,,,0.48,2.71,0.46,18.36,,,,,,,,,,,,,,4,10
220098,S2S SUB,SUB,4/28/2011 12:15,5.31,22.45,0,2.18,2.71,0.17,0.78,0.94,0.99,0.41,0,4.57,0.01,,,0,0.27,0.06,15.72,,,,,,,,,,,,,,197,4
220099,S2S SURF,SURF,4/28/2011 12:20,5.67,35.43,0.21,0.86,3.8,1.21,0.88,0.31,0.12,0.2,0.02,1.59,0.02,,,0.08,1.17,0.1,18.16,,,,,,,,,,,,,,4,9
220100,S6S SURF,SURF,4/28/2011 12:35,5.64,33.99,0.07,1.32,3,3.01,0.73,0.07,0.06,0.07,0,1.16,0.01,,,0.27,1.24,0.25,17.47,,,,,,,,,,,,,,15,14
220101,S6S SUB,SUB,4/28/2011 12:40,5.56,37.59,0.24,7.34,3.42,1.59,1.02,1.18,0.6,0.32,0,4.81,0.02,,,0,0.19,0.03,11.08,,,,,,,,,,,,,,185,9
220102,S6N SURF,SURF,4/28/2011 12:50,5.51,38.72,0.26,1.46,2.22,4.57,0.53,0.3,0.11,0.1,0,1.08,0.01,,,0.21,2.11,0.2,13.98,,,,,,,,,,,,,,15,14
350179,S2S SUB,SUB,4/29/2011 23:48,,21.84,0,2.33,2.33,0.24,0.76,1.22,0.62,0.31,0,4.61,0.01,,,0.01,0.26,0.04,14.14,,,,,,,,,,,,,,,
350180,S2S SUB,SUB,4/30/2011 10:38,,22.67,0,1.7,3.16,0.28,0.89,0.88,0.78,0.39,0,3.89,0.02,,,0.01,0.45,0.05,22.64,,,,,,,,,,,,,,,
350181,S2S SURF,SURF,4/30/2011 12:23,,29.43,0.1,0.69,3.78,1.47,0.86,0.56,0.19,0.21,0,2.28,0.02,,,0.07,0.53,0.1,21.35,,,,,,,,,,,,,,,
220103,S2S SUB,SUB,4/30/2011 13:35,5.26,22.88,0.09,1.38,3.14,0.23,0.81,0.72,0.91,0.34,0,3.5,0.01,,,0.01,0.4,0.06,23.43,,,,,,,,,,,,,,585,6
220104,S2N SUB,SUB,4/30/2011 14:25,5.36,25.48,0.06,1.3,3.42,0.84,1.02,0.8,0.97,0.35,0.01,4.47,0.02,,,0.01,0.45,0.06,23.07,,,,,,,,,,,,,,275,7
220105,S2S SUB,SUB,4/30/2011 16:05,5.24,22.25,0.1,1.47,3.02,0.24,0.78,0.79,0.9,0.32,0,3.63,0.01,,,0.01,0.38,0.06,21.51,,,,,,,,,,,,,,180,6
220106,S2S SUB,SUB,5/1/2011 5:20,5.33,22.33,0.1,1.73,2.72,0.19,0.76,0.94,0.95,0.37,0,4.28,0.01,,,0,0.3,0.06,17.93,,,,,,,,,,,,,,205,3
220107,S2S SURF,SURF,5/1/2011 5:25,5.5,30.39,0.13,0.76,3.59,1.23,0.76,0.26,0.28,0.26,0.02,2.12,0.02,,,0.07,0.65,0.09,22.69,,,,,,,,,,,,,,25,9
220108,S2N SUB,SUB,5/1/2011 5:35,5.46,24.37,0.05,1.57,3,0.68,0.92,0.88,0.9,0.35,0.01,4.92,0.01,,,0.01,0.31,0.07,17.71,,,,,,,,,,,,,,270,0.5
220109,S2N SURF,SURF,5/1/2011 5:45,5.71,51.1,0.13,0.72,5.6,5.75,1.3,0.12,0.04,0.06,0,3.71,0.02,,,0.44,0.84,0.44,19.3,,,,,,,,,,,,,,15,9
220110,S6S SUB,SUB,5/1/2011 5:55,5.45,38.25,0.27,6.73,3.55,1.62,1.05,1.25,0.61,0.28,0,4.62,0.02,,,0,0.23,0.04,13.56,,,,,,,,,,,,,,350,1
220111,S6N SURF,SURF,5/1/2011 6:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7
350185,S2S SUB,SUB,5/1/2011 6:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220112,S6N SUB,SUB,5/2/2011 9:15,5.58,67.72,0.36,15.32,6.74,1.96,2.04,2.08,0.47,0.22,0.01,4.7,0.03,,,0.05,0.43,0.08,18.64,,,,,,,,,,,,,,320,0
220113,S6S SURF,SURF,5/2/2011 9:25,5.6,42.43,0.1,1.69,3.9,3.43,0.94,0.15,0.1,0.1,0,1.78,0.01,,,0.3,1.7,0.32,23.58,,,,,,,,,,,,,,6,8
350194,S2S SUB,SUB,5/2/2011 16:39,,21.72,0.1,2.19,2.56,0.13,0.77,1.15,0.75,0.31,0,4.37,0.01,,,0,0.22,0,14.7,,,,,,,,,,,,,,,
220114,S2N SUB,SUB,5/4/2011 7:55,5.54,25.39,0.07,1.88,2.88,0.67,0.96,1.16,0.94,0.42,0,5.48,0.01,,,0,0.27,0.07,14.03,,,,,,,,,,,,,,105,9
220115,S6N SUB,SUB,5/4/2011 8:05,5.68,68.34,0.36,14.64,6.62,2.09,2.08,1.97,0.37,0.15,0.01,4.61,0.03,,,0.19,0.6,0.21,16.7,,,,,,,,,,,,,,40,16
220116,S2S SUB,SUB,5/4/2011 11:45,5.42,21.83,0.08,1.93,2.49,0.17,0.73,1.11,0.79,0.31,0,4.36,0.01,,,0,0.25,0.06,14.5,,,,,,,,,,,,,,155,12
220117,S6S SUB,SUB,5/5/2011 6:00,5.53,40.37,0.35,7.49,3.79,1.71,1.16,1.28,0.57,0.31,0,4.93,0.02,,,0,0.21,0.04,10.42,,,,,,,,,,,,,,485,13
350202,S2S SUB,SUB,5/5/2011 7:43,,20.98,0.01,1.6,2.84,0.21,0.8,1.1,0.87,0.35,0,4.25,0.01,,,0.01,0.34,0.04,20.67,,,,,,,,,,,,,,,
220118,S6S SURF,SURF,5/5/2011 12:40,5.72,57.68,0.3,1.82,5.48,4.16,1.33,0.34,0.1,0.16,0.04,2.01,0.02,,,0.32,3.27,0.32,32.14,,,,,,,,,,,,,,2,15
220119,S2S SURF,SURF,5/5/2011 13:05,5.58,45.01,0.35,1.11,4.57,1.81,0.97,0.45,0.15,0.2,0.02,1.95,0.02,,,0.14,2.2,0.16,23.22,,,,,,,,,,,,,,5,10.5
220120,S2S SUB,SUB,5/5/2011 13:10,5.35,22.45,0.07,1.66,2.86,0.19,0.79,0.89,1.07,0.46,0,4.52,0.01,,,0,0.32,0.06,19.63,,,,,,,,,,,,,,175,4.5
350203,S2S SUB,SUB,5/6/2011 6:32,,21.08,0.21,1.81,2.6,0.2,0.79,1.27,0.74,0.3,0,4.43,0.01,,,0.01,0.35,0.04,16.48,,,,,,,,,,,,,,,
220122,S2N SUB,SUB,5/9/2011 5:55,5.58,25.85,0.08,2.18,2.8,0.6,0.98,1.21,1.06,0.5,0,6.3,0.01,,,0,0.27,0.06,12.56,,,,,,,,,,,,,,75,16
220123,S2N SURF,SURF,5/9/2011 6:00,5.87,77.45,0.28,1.53,8.24,6.88,1.99,0.24,0.03,0.06,0.01,4.77,0.03,,,0.41,2.2,0.41,23.29,,,,,,,,,,,,,,5,15
220127,S6S SUB,SUB,5/9/2011 6:45,5.55,39.44,0.32,7.3,3.71,1.72,1.15,1.29,0.57,0.27,0,4.88,0.02,,,0,0.2,0.04,10.5,,,,,,,,,,,,,,195,16
220121,S2S SUB,SUB,5/9/2011 6:45,5.44,22.04,0.12,1.87,2.49,0.17,0.73,1.09,0.81,0.31,0,4.56,0.01,,,0,0.27,0.04,15.43,,,,,,,,,,,,,,185,17
220135,S6S SUB,SUB,5/12/2011 12:10,5.71,38.55,0.36,7.81,3.72,1.71,1.17,1.28,0.5,0.25,0,4.8,0.02,,,0,0.2,0.04,11.13,,,,,,,,,,,,,,35,9.5
220136,S2N SURF,SURF,5/23/2011 8:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13
220137,S2S SURF,SURF,5/23/2011 8:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13
350225,S2S SUB,SUB,5/24/2011 11:15,,24.88,0,2.09,2.55,0.26,0.85,1.54,1.18,0.68,0,6.83,0.01,,,0,0.25,0.03,14.51,,51.9,,,,,,,,-14.74,-106.08,,,,
350248,S2S SUB,SUB,5/26/2011 9:52,5.53,23,0,2.04,2.49,0.19,0.82,1.5,1.11,0.57,0,6.51,0.01,,,0.01,0.28,0.05,13.32,,,,,,,,,,,,,,,
220147,S6S SUB,SUB,5/26/2011 11:20,5.67,22,0,2.21,2.5,0.24,0.84,1.42,1.29,0.65,0,6.6,0.01,,,0,0.23,0.06,14.11,,,,,,,,,,,,,,80,8
350275,S2S SUB,SUB,5/28/2011 14:43,5.44,23.17,0,2.06,2.5,0.19,0.81,1.54,0.86,0.4,0,6.2,0.01,,,0,0.24,0.05,11.54,,,,,,,,,,,,,,,
350265,S2S SUB,SUB,5/30/2011 20:35,5.29,24.41,0,2.08,2.57,0.17,0.84,1.55,0.93,0.42,0,6.34,0.01,,,0,0.25,0.06,11.37,,,,,,,,,,,,,,,
220148,S2N SURF,SURF,5/31/2011 9:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10
350274,S2S SURF,SURF,5/31/2011 9:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,-61.37,,,4,
350266,S2S SUB,SUB,5/31/2011 10:20,5.22,27.6,0,1.99,2.53,0.21,0.88,1.55,1.3,0.71,0,7.18,0.01,,,0.01,0.25,0.06,11.72,,,,,,,,,,-14.66,-104.29,,,81,
350276,S2S SUB,SUB,6/1/2011 20:44,5.35,24.1,0,1.97,2.5,0.21,0.88,1.56,1.19,0.63,0,6.91,0.01,,,0,0.27,0.03,11.89,,,,,,,,,,,,,,,
350277,S2S SUB,SUB,6/2/2011 9:10,5.19,24.9,0,1.96,2.5,0.15,0.84,1.55,0.92,0.41,0,6.21,0.01,,,0,0.25,0.06,13.17,,,,,,,,,,,,,,115,
220149,S2S SUB,SUB,6/2/2011 12:55,5.46,23.15,0,2.04,2.51,0.21,0.85,1.45,1.16,0.57,0,6.43,0.01,,,0,0.23,0.06,13.63,,,,,,,,,,,,,,125,11
220150,S2S SURF,SURF,6/2/2011 13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13.5
350420,S2S SUB,SUB,6/18/2011 13:57,5.28,21.52,0.22,1.31,2.77,0.27,0.97,1.33,2,1.16,0.01,7.43,0.01,,,0.01,0.5,0.07,17.76,,,,,,,,,,,,,,,
350421,S2S SUB,SUB,6/19/2011 10:32,5.21,20.09,0.09,1.61,2.66,0.26,0.92,1.41,1.54,0.87,0,7.29,0.01,,,0,0.32,0.07,15.92,,,,,,,,,,,,,,,
220161,S6S SURF,SURF,6/20/2011 6:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13
220162,S6N SURF,SURF,6/20/2011 6:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14
220163,S2S SURF,SURF,6/20/2011 6:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13
220164,S2N SURF,SURF,6/20/2011 7:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14
220174,S2S SUB,SUB,6/21/2011 8:50,5.44,21.71,0,1.64,2.6,0.29,0.9,1.52,2.14,1.17,0.01,8.29,0.01,,,0,0.33,0.06,17.1,,,,,,,,,,,,,,50,13
350432,S2S SUB,SUB,6/21/2011 16:35,5.46,24.44,0.06,1.69,2.93,0.22,1.02,1.41,1.55,0.92,0,7.81,0.01,,,0,0.36,0.06,15.05,,,,,,,,,,,,,,,
350433,S2S SUB,SUB,6/21/2011 23:20,5.39,24.94,0.13,1.58,3.01,0.21,1,1.39,1.19,0.61,0,6.95,0.01,,,0,0.34,0.06,15.96,,,,,,,,,,,,,,,
350434,S2S SUB,SUB,6/22/2011 5:39,5.32,24.74,0.09,0.88,3.81,0.27,1.13,1.13,1.22,0.56,0,5.89,0.02,,,0.01,0.61,0.07,24.57,,,,,,,,,,,,,,,
350445,S2S SURF,SURF,6/22/2011 6:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350435,S2S SUB,SUB,6/22/2011 6:42,5.27,23.63,0.2,0.67,4.02,0.23,1.12,0.92,1,0.36,0,5.09,0.02,,,0.01,0.61,0.06,28.9,,,,,,,,,,,,,,,
350436,S2S SUB,SUB,6/22/2011 7:39,5.28,23.23,0.12,0.65,3.96,0.28,1.1,0.85,1.01,0.37,0,5,0.02,,,0.01,0.64,0.06,27.24,,,,,,,,,,,,,,,
350437,S2S SUB,SUB,6/22/2011 9:36,5.27,22.82,0,0.86,3.71,0.23,1.03,0.87,0.91,0.36,0,4.92,0.02,,,0.01,0.55,0.06,25.84,,,,,,,,,,,,,,,
350438,S2S SUB,SUB,6/22/2011 11:53,5.34,23.53,0.15,0.85,3.59,0.21,1,0.93,0.86,0.31,0,4.98,0.02,,,0,0.46,0.06,22.72,,,,,,,,,,,,,,,
220175,S2S SUB,SUB,6/22/2011 13:25,5.22,24.37,0,0.87,3.48,0.22,0.95,1.05,1.28,0.52,0,5.69,0.02,,,0,0.43,0.05,26,,,,,,,,,,,,,,475,12
350439,S2S SUB,SUB,6/22/2011 13:42,5.31,23.83,0.02,0.86,3.52,0.21,0.98,0.95,0.83,0.29,0,4.99,0.02,,,0,0.42,0.06,23.69,,,,,,,,,,,,,,,
350440,S2S SUB,SUB,6/22/2011 15:13,5.29,23.93,0.08,0.9,3.4,0.19,0.97,0.97,0.92,0.38,0,5.23,0.02,,,0,0.47,0.06,20.85,,,,,,,,,,,,,,,
350441,S2S SUB,SUB,6/22/2011 19:35,5.36,24.54,0.17,0.99,3.19,0.2,0.97,1.09,1.01,0.42,0,5.83,0.01,,,0,0.45,0.06,20.51,,,,,,,,,,,,,,,
350442,S2S SUB,SUB,6/23/2011 4:59,5.54,23.73,0.03,1.09,3.26,0.23,0.98,1.12,1.01,0.42,0,5.81,0.01,,,0.01,0.44,0.06,18.07,,,,,,,,,,,,,,,
220176,S6S SURF,SURF,6/23/2011 7:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12
220177,S6N SURF,SURF,6/23/2011 7:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12
350446,S2S SURF,SURF,6/23/2011 9:45,5.55,51.51,0.37,0.73,4.18,1.97,0.89,0.31,0.05,0.2,0,1.61,0.02,,,0.39,3.72,0.43,16.7,,,,,,,,,,,,,,,
220178,S2S SUB,SUB,6/23/2011 13:30,5.48,24.03,0,1.12,3.16,0.23,0.91,1.21,1.28,0.58,0.01,6.3,0.01,,,0,0.36,0.06,21.09,,,,,,,,,,,,,,435,11
220179,S2S SURF,SURF,6/23/2011 13:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,11
220180,S2N SUB,SUB,6/23/2011 13:55,5.44,26.56,0,1.23,2.99,0.65,1.04,1.38,1.29,0.63,0.01,6.61,0.01,,,0,0.27,0.05,17.48,,,,,,,,,,,,,,185,12
220181,S2N SURF,SURF,6/23/2011 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12
350443,S2S SUB,SUB,6/23/2011 14:14,5.3,24.74,0,1.1,3.17,0.18,0.95,1.15,0.89,0.36,0,5.69,0.01,,,0,0.28,0.05,17.96,,,,,,,,,,,,,,,
220182,S6S SUB,SUB,6/23/2011 14:15,5.5,37.87,0.15,7.01,3.58,2.04,1.08,1.58,1.08,0.59,0,6.29,0.02,,,0,0.25,0.03,13.98,,,,,,,,,,,,,,25,12
350444,S2S SUB,SUB,6/23/2011 18:45,5.29,24.24,0,1.08,3.2,0.2,0.98,1.17,0.93,0.34,0,5.83,0.01,,,0,0.29,0.05,18.4,,,,,,,,,,,,,,,
350451,S2S SUB,SUB,6/27/2011 5:34,,26.82,0,1.15,3.36,0.21,1.04,1.34,1.13,0.56,0,6.62,0.02,,,0,0.3,0.05,19.54,,,,,,,,,,,,,,,
220183,S2N SUB,SUB,6/27/2011 6:15,5.51,22.86,0,1.28,3.04,0.63,1.04,1.44,1.12,0.54,0.01,6.78,0.01,,,0,0.27,0.05,16.04,,,,,,,,,,,,,,75,18
220184,S2S SUB,SUB,6/27/2011 6:35,5.12,22.76,0,0.83,3.34,0.23,0.93,1.22,1.38,0.61,0.01,6.24,0.02,,,0,0.39,0.03,26.25,,,,,,,,,,,,,,125,14
350452,S2S SUB,SUB,6/27/2011 6:36,5.27,25.09,0,0.77,3.44,0.23,1.01,1.1,1.07,0.44,0,5.78,0.02,,,0.01,0.38,0.04,21.93,,,,,,,,,,,,,,,
220185,S6S SUB,SUB,6/27/2011 7:05,5.54,36.46,0.15,7.4,3.7,2.05,1.12,1.65,0.72,0.36,0,5.78,0.02,,,0,0.24,0.06,14.05,,,,,,,,,,,,,,5,15
350453,S2S SUB,SUB,6/27/2011 7:14,,,0.48,0.66,3.6,0.58,0.99,1.16,0.8,0.19,0,4.92,0.02,,,0,0.33,0.03,24.74,,,,,,,,,,,,,,,
350457,S2S SURF,SURF,6/27/2011 7:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350458,S2S SURF,SURF,6/27/2011 7:31,,26.82,0.03,0.34,3.92,0.94,0.85,0.25,0.49,0.3,0,2.8,0.02,,,0.11,1,0.15,27.52,,,,,,,,,,,,,,,
350454,S2S SUB,SUB,6/27/2011 7:40,,26.01,0.04,0.26,4.35,0.32,1.11,0.49,0.79,0.34,0,3.32,0.02,,,0.05,0.62,0.09,32.82,,,,,,,,,,,,,,,
350459,S2S SURF,SURF,6/27/2011 7:54,,25.8,0,0.21,3.64,0.8,0.78,0.32,0.47,0.3,0,2.7,0.02,,,0.07,0.7,0.1,26.01,,,,,,,,,,,,,,,
350455,S2S SUB,SUB,6/27/2011 8:09,,22.84,0.03,0.2,3.65,0.31,0.95,0.47,0.65,0.19,0,3.02,0.02,,,0.02,0.5,0.06,26.66,,,,,,,,,,,,,,,
350456,S2S SUB,SUB,6/27/2011 8:49,,22.23,0,0.21,3.45,0.28,0.91,0.47,0.69,0.2,0,3.11,0.02,,,0.01,0.46,0.05,24.45,,,,,,,,,,,,,,,
